

Sign up
Forgot your password?
Remember me

    About
    Corpus
    Dictionary
    Auxiliaries

Lemma reverse dictionary

ä

by

records

17 093 records were found.
No 	lemma 	part of speech
4815 	lamad 	NOUN (pluralia tantum)
4816 	antta lämäd 	PHRASE (Verb group)
4817 	Alamad 	PROPN (pluralia tantum)
4818 	velgznamad 	NOUN (pluralia tantum)
4819 	keskznamad 	NOUN (pluralia tantum)
4820 	valdmad 	NOUN (pluralia tantum)
4821 	merivaldmad 	NOUN (pluralia tantum)
4822 	kulmad 	NOUN (pluralia tantum)
4823 	horomad 	NOUN (pluralia tantum)
4824 	oiktuz||normad 	NOUN (pluralia tantum)
4825 	Vederistmäd 	PROPN (pluralia tantum)
4826 	vederistmäd 	NOUN
4827 	näd 	NOUN (animate)
4828 	Kanad 	PROPN
4829 	tamanad 	NOUN (pluralia tantum)
4830 	mal’l’sanad 	NOUN (pluralia tantum)
4831 	jäl’gsanad 	NOUN (pluralia tantum)
4832 	ezisanad 	NOUN
4833 	tervhensanad 	NOUN (pluralia tantum)
4834 	lopsanad 	NOUN (pluralia tantum)
4835 	toštsanad 	NOUN (pluralia tantum)
4836 	mušt||sanad 	NOUN (pluralia tantum)
4837 	tunduzsanad 	NOUN (pluralia tantum)
4838 	štanad 	NOUN (pluralia tantum)
4839 	kombundštanad 	NOUN (pluralia tantum)
4840 	pahnad 	NOUN (pluralia tantum)
4841 	kartohkheinäd 	NOUN (pluralia tantum)
4842 	česnokheinäd 	NOUN (pluralia tantum)
4843 	luk||heinäd 	NOUN (pluralia tantum)
4844 	garbolheinäd 	NOUN (pluralia tantum)
4845 	limonad 	NOUN
4846 	makaronad 	NOUN (pluralia tantum)
4847 	lunad 	NOUN (pluralia tantum)
4848 	pohjoižlunad 	NOUN (pluralia tantum)
4849 	peza||munad 	NOUN (pluralia tantum)
4850 	irdröunad 	NOUN (pluralia tantum)
4851 	sazopäd 	NOUN (pluralia tantum)
4852 	rad 	NOUN
4853 	ma||rad 	NOUN
4854 	irdmärad 	NOUN (pluralia tantum)
4855 	parad 	NOUN
4856 	adrsarad 	NOUN (pluralia tantum)
4857 	galantereitavarad 	NOUN (pluralia tantum)
4858 	matktavarad 	NOUN (pluralia tantum)
4859 	sömtavarad 	NOUN
4860 	mec||varad 	NOUN (pluralia tantum)
4861 	taidehvarad 	NOUN (pluralia tantum)
4862 	jauhvarad 	NOUN (pluralia tantum)
4863 	kirjvarad 	NOUN (pluralia tantum)
4864 	energijanvarad 	NOUN (pluralia tantum)
4865 	energovarad 	NOUN (pluralia tantum)
4866 	tal’v||varad 	NOUN (pluralia tantum)
4867 	ühthižvarad 	NOUN (pluralia tantum)
4868 	ambuzvarad 	NOUN (pluralia tantum)
4869 	liža||rad 	NOUN
4870 	sädandrad 	NOUN
4871 	kändandrad 	NOUN (singularia tantum)
4872 	tulotandrad 	NOUN
4873 	ecindrad 	NOUN (singularia tantum)
4874 	kodvindrad 	NOUN
4875 	podräd 	NOUN
4876 	špalerad 	NOUN (pluralia tantum)
4877 	lagišpalerad 	NOUN (pluralia tantum)
4878 	gräd 	NOUN
4879 	nagrad 	NOUN
4880 	änikgräd 	NOUN
4881 	haugrad 	NOUN (singularia tantum)
4882 	kiruhrad 	NOUN
4883 	kivirad 	NOUN
4884 	käzirad 	NOUN
4885 	joukrad 	NOUN
4886 	ezitajanrad 	NOUN (singularia tantum)
4887 	elimištonrad 	NOUN (singularia tantum)
4888 	tedorad 	NOUN
4889 	elorad 	NOUN (singularia tantum)
4890 	biznesrad 	NOUN (singularia tantum)
4891 	klassrad 	NOUN (singularia tantum)
4892 	ehtrad 	NOUN (singularia tantum)
4893 	estrad 	NOUN (singularia tantum)
4894 	urad 	NOUN
4895 	kirvezrad 	NOUN
4896 	ühthižrad 	NOUN
4897 	augotižrad 	NOUN
4898 	keraduzrad 	NOUN
4899 	ohjanduz||rad 	NOUN (singularia tantum)
4900 	openduz||rad 	NOUN (singularia tantum)
4901 	ombluz||rad 	NOUN (singularia tantum)
4902 	kazvatuzrad 	NOUN
4903 	meletuz||rad 	NOUN (singularia tantum)
4904 	udištuzrad 	NOUN
4905 	kirjutuzrad 	NOUN
4906 	kaivuzrad 	NOUN
4907 	sad 	NOUN
4908 	läsad 	NOUN (pluralia tantum)
4909 	keksad 	NOUN (pluralia tantum)
4910 	džinsad 	NOUN (pluralia tantum)
4911 	posad 	NOUN
4912 	ehtkursad 	NOUN (pluralia tantum)
4913 	ombluz||kursad 	NOUN (pluralia tantum)
4914 	usad 	NOUN
4915 	jablon’pusad 	NOUN
4916 	vinpusad 	NOUN
4917 	tal’vsad 	NOUN
4918 	šahmatad 	NOUN (pluralia tantum)
4919 	täuttud tomatad 	PHRASE (Verb group)
4920 	ezitatad 	NOUN (pluralia tantum)
4921 	Amerikan Ühtenzoittud Štatad 	PROPN
4922 	imetaiživatad 	NOUN (pluralia tantum)
4923 	muiktad 	NOUN (pluralia tantum)
4924 	tehta karktad 	PHRASE (Verb group)
4925 	šortad 	NOUN (pluralia tantum)
4926 	ristad 	NOUN (pluralia tantum)
4927 	havad 	NOUN
4928 	nügeidusen havad 	PHRASE (Noun group)
4929 	sijahavad 	NOUN
4930 	bumaghavad 	NOUN
4931 	jauhhavad 	NOUN
4932 	kartohkhavad 	NOUN
4933 	magaduz||havad 	NOUN
4934 	pol’päiväd 	NOUN
4935 	püštta korvad 	PHRASE
4936 	sorvad 	ADJ
4937 	turvad 	ADJ
4938 	Raštvad 	PROPN (pluralia tantum)
4939 	kaiked hüväd 	PHRASE
4940 	bridžad 	NOUN (pluralia tantum)
4941 	aed 	NOUN
4942 	bed 	NOUN
4943 	käbed 	ADJ
4944 	räbed 	ADJ
4945 	kibed 	NOUN
4946 	kibed 	ADJ
4947 	kibed 	ADJ
4948 	libed 	ADJ
4949 	libed 	PRE
4950 	libed 	ADJ
4951 	hobed 	NOUN (singularia tantum)
4952 	hobed 	ADJ
4953 	hirenvuiččed 	NOUN (pluralia tantum)
4954 	suičed 	NOUN (pluralia tantum)
4955 	nel’l’kümčed 	NOUN (pluralia tantum)
4956 	ded 	NOUN
4957 	rušta käded 	PHRASE
4958 	kuldaižed käded 	PHRASE
4959 	eded 	NOUN (pluralia tantum)
4960 	nided 	NOUN
4961 	laps’voded 	NOUN (pluralia tantum)
4962 	radvoded 	NOUN (pluralia tantum)
4963 	elonvoded 	NOUN (pluralia tantum)
4964 	neidižvoded 	NOUN (pluralia tantum)
4965 	noruz||voded 	NOUN (pluralia tantum)
4966 	radvelguded 	NOUN (pluralia tantum)
4967 	kožmusenvelguded 	NOUN (pluralia tantum)
4968 	man||kal’huded 	NOUN (pluralia tantum)
4969 	sauvondtarbhuded 	NOUN (pluralia tantum)
4970 	matk||tarbhuded 	NOUN (pluralia tantum)
4971 	elotarbhuded 	NOUN (pluralia tantum)
4972 	hengituztehuded 	NOUN (pluralia tantum)
4973 	svathuded 	NOUN (pluralia tantum)
4974 	tervhuded 	NOUN (pluralia tantum)
4975 	kündluded 	NOUN
4976 	holvhad holuded 	PHRASE
4977 	elonmugavuded 	NOUN (pluralia tantum)
4978 	mansüvüded 	NOUN (pluralia tantum)
4979 	sel’ged 	ADJ
4980 	sel’ged 	PRE
4981 	vaaged 	ADJ
4982 	laged 	ADJ
4983 	maged 	ADJ
4984 	pol’||maged 	ADJ
4985 	saged 	ADJ
4986 	ülen väged 	PHRASE (Noun group)
4987 	kuzenkavaged 	NOUN (pluralia tantum)
4988 	ülenväged 	ADV
4989 	sadeged 	NOUN
4990 	atomsädeged 	NOUN (pluralia tantum)
4991 	lazer||sädeged 	NOUN (pluralia tantum)
4992 	rumeged 	NOUN
4993 	kapustkäreged 	NOUN (pluralia tantum)
4994 	azeged 	NOUN (pluralia tantum)
4995 	kodiazeged 	NOUN (pluralia tantum)
4996 	oiged 	ADJ
4997 	leveduz’oiged 	NOUN
4998 	leveduz’oiged 	ADJ
4999 	piduz’||oiged 	NOUN
5000 	piduz’||oiged 	ADJ
5001 	tozioiged 	ADJ
5002 	püštoiged 	NOUN
5003 	püštoiged 	ADJ
5004 	huiged 	NOUN
5005 	huiged 	ADJ
5006 	huiged 	PRE
5007 	muiged 	ADJ
5008 	limonan||muiged 	ADJ
5009 	kanged 	ADJ
5010 	länged 	NOUN
5011 	sanged 	ADJ
5012 	kerata henged 	PHRASE
5013 	kinged 	ADJ
5014 	runged 	NOUN
5015 	ülezjoged 	ADV
5016 	soged 	ADJ
5017 	karged 	ADJ
5018 	karged 	PRE
5019 	tärged 	ADJ
5020 	tärged 	PRE
5021 	korged 	ADJ
5022 	kauged 	ADJ
5023 	vauged 	NOUN
5024 	vauged 	ADJ
5025 	must-vauged 	NOUN
5026 	kudmavauged 	NOUN
5027 	päivänvauged 	NOUN (singularia tantum)
5028 	homendezvauged 	NOUN (singularia tantum)
5029 	jüged 	PRE
5030 	jüged 	ADJ
5031 	lahed 	ADJ
5032 	tarbhed 	NOUN (pluralia tantum)
5033 	jämäčtarbhed 	NOUN (pluralia tantum)
5034 	pirdand||tarbhed 	NOUN (pluralia tantum)
5035 	hihtändtarbhed 	NOUN (pluralia tantum)
5036 	muzik||tarbhed 	NOUN (pluralia tantum)
5037 	pezu||tarbhed 	NOUN (pluralia tantum)
5038 	bardankeričuztarbhed 	NOUN (pluralia tantum)
5039 	kohenduztarbhed 	NOUN (pluralia tantum)
5040 	openduz||tarbhed 	NOUN (pluralia tantum)
5041 	ombluz||tarbhed 	NOUN (pluralia tantum)
5042 	kalatuztarbhed 	NOUN (pluralia tantum)
5043 	mectuz||tarbhed 	NOUN (pluralia tantum)
5044 	puhtastuz||tarbhed 	NOUN (pluralia tantum)
5045 	kirjutuztarbhed 	NOUN (pluralia tantum)
5046 	puhtastuzladehed 	NOUN (pluralia tantum)
5047 	lehed 	ADJ
5048 	kozimehed 	NOUN (pluralia tantum)
5049 	sömänsulatuzainehed 	NOUN
5050 	rehed 	ADJ
5051 	tihed 	NOUN
5052 	tihed 	ADJ
5053 	elektrolainhed 	NOUN (pluralia tantum)
5054 	lumi||höunhed 	NOUN (pluralia tantum)
5055 	pihthed 	NOUN (pluralia tantum)
5056 	kajed 	ADJ
5057 	rohked 	ADJ
5058 	korvripked 	NOUN (pluralia tantum)
5059 	panda saupked 	PHRASE (Verb group)
5060 	kehkerad saupked 	PHRASE
5061 	nelliksaupked 	NOUN (pluralia tantum)
5062 	mägi||hüpked 	NOUN (pluralia tantum)
5063 	čukauduzhüpked 	NOUN (pluralia tantum)
5064 	kesked 	PREP
5065 	sidä kesked 	PHRASE (Noun group)
5066 	houšked 	NOUN (pluralia tantum)
5067 	rusked 	ADJ
5068 	rusked 	NOUN
5069 	infrarusked 	ADJ
5070 	muzarusked 	ADJ
5071 	mustrusked 	ADJ
5072 	sitked 	ADJ
5073 	notked 	ADJ
5074 	led 	NOUN
5075 	kündled 	NOUN (pluralia tantum)
5076 	pästta kündled 	PHRASE
5077 	kibedad kündled 	PHRASE
5078 	ilokündled 	NOUN (pluralia tantum)
5079 	heled 	ADJ
5080 	heled 	ADJ
5081 	niled 	ADJ
5082 	siled 	ADJ
5083 	kodiholed 	NOUN (pluralia tantum)
5084 	homendezholed 	NOUN (pluralia tantum)
5085 	moled 	NOUN (pluralia tantum)
5086 	pästta huled 	PHRASE (Verb group)
5087 	jämed 	ADJ
5088 	ajamed 	NOUN (pluralia tantum)
5089 	raudteajamed 	NOUN (pluralia tantum)
5090 	jogiajamed 	NOUN (pluralia tantum)
5091 	veziajamed 	NOUN (pluralia tantum)
5092 	il’majamed 	NOUN (pluralia tantum)
5093 	lidn||ajamed 	NOUN (pluralia tantum)
5094 	mujamed 	NOUN (pluralia tantum)
5095 	nenasäl’gmed 	NOUN (pluralia tantum)
5096 	pehmed 	ADJ
5097 	südäimed 	NOUN
5098 	štanoidenpidimed 	NOUN (pluralia tantum)
5099 	löndvändimed 	NOUN (pluralia tantum)
5100 	jändevändimed 	NOUN (pluralia tantum)
5101 	näpvändimed 	NOUN (pluralia tantum)
5102 	puhutuzvändimed 	NOUN (pluralia tantum)
5103 	uudimed 	NOUN (pluralia tantum)
5104 	teatruudimed 	NOUN (pluralia tantum)
5105 	ougimed 	NOUN (pluralia tantum)
5106 	kundlimed 	NOUN (pluralia tantum)
5107 	rižaelimed 	NOUN (pluralia tantum)
5108 	valdelimed 	NOUN (pluralia tantum)
5109 	kulendelimed 	NOUN (pluralia tantum)
5110 	verenpörundelimed 	NOUN (pluralia tantum)
5111 	südäi||elimed 	NOUN (pluralia tantum)
5112 	südäinelimed 	NOUN (pluralia tantum)
5113 	paginelimed 	NOUN (pluralia tantum)
5114 	hajuelimed 	NOUN (pluralia tantum)
5115 	sömänsulatuzelimed 	NOUN (pluralia tantum)
5116 	hengituzelimed 	NOUN (pluralia tantum)
5117 	pimed 	NOUN
5118 	pimed 	ADJ
5119 	pimed 	PRE
5120 	piikoi-pimed 	NOUN (singularia tantum)
5121 	pičk||pimed 	NOUN
5122 	ehtpimed 	NOUN (singularia tantum)
5123 	näpištimed 	NOUN (pluralia tantum)
5124 	talutimed 	NOUN (pluralia tantum)
5125 	komed 	ADJ
5126 	varmed 	ADJ
5127 	ned 	PRON (pluralia tantum)
5128 	kartohksemned 	NOUN (pluralia tantum)
5129 	granulsemned 	NOUN (pluralia tantum)
5130 	morkovin||semned 	NOUN (pluralia tantum)
5131 	velosiped 	NOUN
5132 	logoped 	NOUN
5133 	äred 	ADJ
5134 	järed 	ADJ
5135 	käred 	ADJ
5136 	pit’k||käred 	ADJ
5137 	kindred 	NOUN (pluralia tantum)
5138 	hered 	ADJ
5139 	kartohkkored 	NOUN (pluralia tantum)
5140 	pästred 	NOUN (pluralia tantum)
5141 	mured 	ADJ
5142 	sugased 	NOUN (pluralia tantum)
5143 	ohjased 	NOUN (pluralia tantum)
5144 	milläsed 	NOUN (pluralia tantum)
5145 	besed 	NOUN
5146 	liha||vaumičesed 	NOUN (pluralia tantum)
5147 	kalbasvaumičesed 	NOUN (pluralia tantum)
5148 	vellesed 	NOUN (pluralia tantum)
5149 	magupaštatesed 	NOUN (pluralia tantum)
5150 	luditesed 	NOUN (pluralia tantum)
5151 	kingitesed 	NOUN (pluralia tantum)
5152 	pilitesed 	NOUN (pluralia tantum)
5153 	segloitesed 	NOUN (pluralia tantum)
5154 	muštlotesed 	NOUN (pluralia tantum)
5155 	pakaštesed 	NOUN (pluralia tantum)
5156 	kagrlapoštesed 	NOUN (pluralia tantum)
5157 	ris||lapoštesed 	NOUN (pluralia tantum)
5158 	nižu||lapoštesed 	NOUN (pluralia tantum)
5159 	mägenlibutesed 	NOUN (pluralia tantum)
5160 	razv||libutesed 	NOUN (pluralia tantum)
5161 	magutesed 	NOUN (pluralia tantum)
5162 	mec||ištutesed 	NOUN (pluralia tantum)
5163 	puišt||ištutesed 	NOUN (pluralia tantum)
5164 	hüppindsuksed 	NOUN (pluralia tantum)
5165 	mägi||suksed 	NOUN (pluralia tantum)
5166 	ochibused 	NOUN (pluralia tantum)
5167 	nišk||hibused 	NOUN (pluralia tantum)
5168 	valičused 	NOUN (pluralia tantum)
5169 	ližavaličused 	NOUN (pluralia tantum)
5170 	matkvaumičused 	NOUN (pluralia tantum)
5171 	metall||vaumičused 	NOUN (pluralia tantum)
5172 	pagin||erigoičused 	NOUN (pluralia tantum)
5173 	keradused 	NOUN (pluralia tantum)
5174 	sojaližadused 	NOUN (pluralia tantum)
5175 	magedused 	NOUN (pluralia tantum)
5176 	jändused 	NOUN (pluralia tantum)
5177 	bumagjändused 	NOUN (pluralia tantum)
5178 	pun||jändused 	NOUN (pluralia tantum)
5179 	püdused 	NOUN (pluralia tantum)
5180 	kalapüdused 	NOUN (pluralia tantum)
5181 	kalanpüdused 	NOUN (pluralia tantum)
5182 	jäl’gused 	NOUN (pluralia tantum)
5183 	kälüsed 	NOUN (pluralia tantum)
5184 	keradelused 	NOUN (pluralia tantum)
5185 	kaglused 	NOUN (pluralia tantum)
5186 	tulused 	NOUN (pluralia tantum)
5187 	andmused 	NOUN (pluralia tantum)
5188 	lähteandmused 	NOUN (pluralia tantum)
5189 	tedoandmused 	NOUN (pluralia tantum)
5190 	mec||kazvmused 	NOUN (pluralia tantum)
5191 	paug||kazvmused 	NOUN (pluralia tantum)
5192 	kodikazvmused 	NOUN (pluralia tantum)
5193 	sused 	NOUN
5194 	matksused 	NOUN
5195 	valatused 	NOUN (pluralia tantum)
5196 	tarbhaižed mankaivatused 	PHRASE (Noun group)
5197 	kel’kosketused 	NOUN (pluralia tantum)
5198 	rad||kosketused 	NOUN (pluralia tantum)
5199 	pereh||kosketused 	NOUN (pluralia tantum)
5200 	kodvused 	NOUN (pluralia tantum)
5201 	kahted 	ADV
5202 	leved 	ADJ
5203 	Järved 	PROPN (pluralia tantum)
5204 	pedran||sarved 	NOUN (pluralia tantum)
5205 	hirbensarved 	NOUN (pluralia tantum)
5206 	idäjäžed 	NOUN (pluralia tantum)
5207 	sogedaižed 	NOUN (pluralia tantum)
5208 	raudaižed 	NOUN (pluralia tantum)
5209 	sadraudaižed 	NOUN (pluralia tantum)
5210 	keričuzraudaižed 	NOUN (pluralia tantum)
5211 	lemgaižed 	NOUN (pluralia tantum)
5212 	kaks’jaižed 	NOUN (pluralia tantum)
5213 	kaksjaižed 	NOUN (pluralia tantum)
5214 	vederistmiden pakaižed 	PHRASE (Noun group)
5215 	lapkaižed 	NOUN (pluralia tantum)
5216 	kadagenneglaižed 	NOUN (pluralia tantum)
5217 	sini||sil’mäižed 	NOUN (pluralia tantum)
5218 	jänišantomaižed 	NOUN (pluralia tantum)
5219 	alaštanaižed 	NOUN (pluralia tantum)
5220 	ujundštanaižed 	NOUN (pluralia tantum)
5221 	čuukštanaižed 	NOUN (pluralia tantum)
5222 	kodihižed 	NOUN (pluralia tantum)
5223 	jäl’geližed 	NOUN (pluralia tantum)
5224 	mužikpoližed 	PHRASE (Noun group)
5225 	lugemižed 	NOUN
5226 	kartohksömižed 	NOUN (pluralia tantum)
5227 	ostmižed 	NOUN (pluralia tantum)
5228 	muštmižed 	NOUN (pluralia tantum)
5229 	jauhoižed 	NOUN (pluralia tantum)
5230 	hardjoižed 	NOUN
5231 	iloižed 	NOUN (pluralia tantum)
5232 	armoižed 	NOUN
5233 	laptižed 	NOUN (pluralia tantum)
5234 	sil’män||päluižed 	NOUN (pluralia tantum)
5235 	täpuižed 	NOUN (pluralia tantum)
5236 	lopuižed 	NOUN (pluralia tantum)
5237 	aid 	NOUN
5238 	barbaid 	NOUN
5239 	rind||aid 	NOUN
5240 	laud||aid 	NOUN
5241 	lumi||aid 	NOUN
5242 	hazjaid 	NOUN
5243 	kaid 	ADJ
5244 	lapak||aid 	NOUN
5245 	laid 	NOUN
5246 	laid 	NOUN
5247 	merilaid 	NOUN
5248 	laivan||laid 	NOUN
5249 	vedenlaid 	NOUN
5250 	meren||laid 	NOUN
5251 	maid 	NOUN
5252 	saged maid 	PHRASE (Noun group)
5253 	nižamaid 	NOUN (singularia tantum)
5254 	jauhmaid 	NOUN (singularia tantum)
5255 	pihtimaid 	NOUN (singularia tantum)
5256 	reskmaid 	NOUN
5257 	pagan||maid 	NOUN (singularia tantum)
5258 	lehmän||maid 	NOUN
5259 	hapanmaid 	NOUN
5260 	kozanmaid 	NOUN
5261 	kokosmaid 	NOUN (singularia tantum)
5262 	rahtmaid 	NOUN (singularia tantum)
5263 	ehtmaid 	NOUN (singularia tantum)
5264 	sagumaid 	NOUN (singularia tantum)
5265 	homendezmaid 	NOUN (singularia tantum)
5266 	kegoaid 	NOUN
5267 	paid 	NOUN
5268 	nübl’||paid 	NOUN
5269 	alapaid 	NOUN
5270 	meri||paid 	NOUN
5271 	villpaid 	NOUN
5272 	pautin||paid 	NOUN
5273 	kudopaid 	NOUN
5274 	kaičuzpaid 	NOUN
5275 	aluzpaid 	NOUN
5276 	raid 	NOUN
5277 	sabraid 	NOUN
5278 	reht||aid 	NOUN
5279 	püšt||aid 	NOUN
5280 	abid 	NOUN
5281 	abid 	PRE
5282 	avar abid 	PHRASE
5283 	labid 	NOUN
5284 	lumi||labid 	NOUN
5285 	genocid 	NOUN (singularia tantum)
5286 	aplodid 	NOUN (pluralia tantum)
5287 	droždid 	NOUN (pluralia tantum)
5288 	eid 	NOUN
5289 	riid 	NOUN
5290 	lugeda näkid 	PHRASE (Verb group)
5291 	äkkid 	ADV
5292 	kardinaližed numeralid 	PHRASE
5293 	invalid 	NOUN
5294 	valada kündlid 	PHRASE (Verb group)
5295 	kandišta kelid 	PHRASE
5296 	g’aslid 	NOUN (pluralia tantum)
5297 	pörutada sil’mid 	PHRASE (Verb group)
5298 	kävutada ajamid 	PHRASE (Verb group)
5299 	piramid 	NOUN
5300 	Važinid 	PROPN (pluralia tantum)
5301 	laskta kidoid 	PHRASE
5302 	käta murčakoid 	PHRASE (Verb group)
5303 	kertta kukiškoid 	PHRASE
5304 	antta čukoid 	PHRASE (Verb group)
5305 	noid 	NOUN (animate)
5306 	šoid 	NOUN
5307 	kivišoid 	NOUN
5308 	gidrošoid 	NOUN
5309 	čepid 	NOUN (pluralia tantum)
5310 	rid 	NOUN
5311 	čuharid 	NOUN (pluralia tantum)
5312 	piskarid 	NOUN (pluralia tantum)
5313 	kudrid 	NOUN (pluralia tantum)
5314 	bistrid 	NOUN (pluralia tantum)
5315 	palatid 	NOUN (pluralia tantum)
5316 	pihtid 	NOUN (pluralia tantum)
5317 	mougotid 	PRON (pluralia tantum)
5318 	sanuda banguid 	PHRASE
5319 	kuid 	NOUN
5320 	panda voikuid 	PHRASE (Verb group)
5321 	rästta voikuid 	PHRASE (Verb group)
5322 	hödhüvid 	ADV
5323 	ald 	NOUN
5324 	torokald 	NOUN
5325 	radio||ald 	NOUN
5326 	vald 	NOUN
5327 	täuz’vald 	NOUN (singularia tantum)
5328 	sanavald 	NOUN
5329 	ičevald 	NOUN (singularia tantum)
5330 	vägivald 	NOUN (singularia tantum)
5331 	rahvahanvald 	NOUN
5332 	üksinvald 	NOUN
5333 	arvvald 	NOUN
5334 	kunigazvald 	NOUN (singularia tantum)
5335 	naižvald 	NOUN (singularia tantum)
5336 	neidižvald 	NOUN (singularia tantum)
5337 	sild 	NOUN
5338 	telesild 	NOUN
5339 	avtotesild 	NOUN
5340 	pullosild 	NOUN
5341 	avaiduzsild 	NOUN
5342 	käveluzsild 	NOUN
5343 	kuld 	NOUN (singularia tantum)
5344 	kel’dänd 	NOUN
5345 	ičekel’dänd 	NOUN (singularia tantum)
5346 	jumalankel’dänd 	NOUN (singularia tantum)
5347 	čukalduzkel’dänd 	NOUN (singularia tantum)
5348 	mectuz||kel’dänd 	NOUN
5349 	kormadand 	NOUN
5350 	türmadand 	NOUN (singularia tantum)
5351 	varadand 	NOUN (singularia tantum)
5352 	kivenradand 	NOUN (singularia tantum)
5353 	čuradand 	NOUN (singularia tantum)
5354 	sädand 	NOUN
5355 	kuvadand 	NOUN (singularia tantum)
5356 	ližadand 	NOUN
5357 	vedänd 	NOUN
5358 	ičtazevedänd 	NOUN
5359 	hambhanvedänd 	NOUN (singularia tantum)
5360 	notan||vedänd 	NOUN (singularia tantum)
5361 	hengenvedänd 	NOUN (singularia tantum)
5362 	hel’gaidand 	NOUN (singularia tantum)
5363 	čaigaidand 	NOUN (singularia tantum)
5364 	kahaidand 	NOUN
5365 	bruhkaidand 	NOUN (singularia tantum)
5366 	čokaidand 	NOUN (singularia tantum)
5367 	laidand 	NOUN
5368 	heläidand 	NOUN (singularia tantum)
5369 	böläidand 	NOUN
5370 	biraidand 	NOUN (singularia tantum)
5371 	buraidand 	NOUN (singularia tantum)
5372 	huraidand 	NOUN (singularia tantum)
5373 	avaidand 	NOUN
5374 	buzaidand 	NOUN (singularia tantum)
5375 	pidänd 	NOUN (singularia tantum)
5376 	ičepidänd 	NOUN (singularia tantum)
5377 	ičtazepidänd 	NOUN (singularia tantum)
5378 	oiktipidänd 	NOUN (singularia tantum)
5379 	holenpidänd 	NOUN (singularia tantum)
5380 	vastusenpidänd 	NOUN
5381 	čukaldand 	NOUN (singularia tantum)
5382 	kaimdand 	NOUN (singularia tantum)
5383 	andand 	NOUN
5384 	kandand 	NOUN (singularia tantum)
5385 	kändand 	NOUN
5386 	lämän||andand 	NOUN (singularia tantum)
5387 	narkozan||andand 	NOUN
5388 	nimen||andand 	NOUN
5389 	vändand 	NOUN (singularia tantum)
5390 	kaidendand 	NOUN (singularia tantum)
5391 	lendand 	NOUN
5392 	avaruz’lendand 	NOUN (singularia tantum)
5393 	alendand 	NOUN
5394 	habukanlendand 	NOUN (singularia tantum)
5395 	kožmusenmurendand 	NOUN (singularia tantum)
5396 	kündand 	NOUN (singularia tantum)
5397 	kaskenkündand 	NOUN (singularia tantum)
5398 	keväzkündand 	NOUN
5399 	amundand 	NOUN
5400 	verenvodand 	NOUN
5401 	pirdand 	NOUN (singularia tantum)
5402 	sirdänd 	NOUN
5403 	lämän||sirdänd 	NOUN (singularia tantum)
5404 	tavaransirdänd 	NOUN
5405 	meletusen||sirdänd 	NOUN (singularia tantum)
5406 	kaburdand 	NOUN
5407 	murdand 	NOUN
5408 	čudand 	NOUN (singularia tantum)
5409 	soudand 	NOUN
5410 	püdand 	NOUN (singularia tantum)
5411 	kalanpüdand 	NOUN (singularia tantum)
5412 	lohen||püdand 	NOUN
5413 	jagand 	NOUN (singularia tantum)
5414 	haigand 	NOUN (singularia tantum)
5415 	kaigand 	NOUN (singularia tantum)
5416 	bringand 	NOUN (singularia tantum)
5417 	krongand 	NOUN
5418 	hüngand 	NOUN (singularia tantum)
5419 	hübjänhüngand 	NOUN (singularia tantum)
5420 	händ 	NOUN
5421 	vihand 	ADJ
5422 	vihand 	NOUN
5423 	muzavihand 	ADJ
5424 	pit’khänd 	ADJ
5425 	koukhänd 	NOUN
5426 	paikan||händ 	NOUN
5427 	kalanhänd 	NOUN (singularia tantum)
5428 	oravanhänd 	NOUN
5429 	hirenhänd 	NOUN
5430 	reboin||händ 	NOUN
5431 	kažinhänd 	NOUN
5432 	lindun||händ 	NOUN
5433 	ajand 	NOUN
5434 	kand 	NOUN
5435 	kand 	NOUN
5436 	känd 	NOUN
5437 	irdsijakänd 	NOUN
5438 	pačkand 	NOUN
5439 	ahkand 	NOUN
5440 	čihkand 	NOUN
5441 	ohkand 	NOUN
5442 	heikand 	NOUN (singularia tantum)
5443 	kengänkand 	NOUN
5444 	jaugankand 	NOUN
5445 	pun||kand 	NOUN
5446 	jatkand 	NOUN (singularia tantum)
5447 	paukand 	NOUN
5448 	metallan||valand 	NOUN (singularia tantum)
5449 	mänd 	NOUN (singularia tantum)
5450 	kül’mänd 	NOUN
5451 	murašk||mänd 	NOUN
5452 	painand 	NOUN
5453 	mujupainand 	NOUN
5454 	mecan||čapand 	NOUN (singularia tantum)
5455 	haugončapand 	NOUN (singularia tantum)
5456 	tirpand 	NOUN (singularia tantum)
5457 	rand 	NOUN
5458 	rand 	NOUN
5459 	ränd 	NOUN (singularia tantum)
5460 	kül’bendrand 	NOUN
5461 	lete||rand 	NOUN
5462 	nagrand 	NOUN (singularia tantum)
5463 	kodirand 	NOUN
5464 	mägi||rand 	NOUN
5465 	jogirand 	NOUN
5466 	lumi||ränd 	NOUN (singularia tantum)
5467 	kivirand 	NOUN
5468 	ojan||rand 	NOUN
5469 	jogenrand 	NOUN
5470 	meren||rand 	NOUN
5471 	järvenrand 	NOUN
5472 	Änižrand 	NOUN
5473 	sänd 	NOUN
5474 	maksand 	NOUN
5475 	pala||maksand 	NOUN
5476 	käzimaksand 	NOUN (singularia tantum)
5477 	časmaksand 	NOUN (singularia tantum)
5478 	pauk||märičuz||maksand 	NOUN (singularia tantum)
